sample_name,tax_id,genus_name,taxon_name,aggregatescore,NT_r,NT_rpm,NT_zscore,NR_r,NR_rpm,NR_zscore
Yale-TB184,1655,Actinomyces,Actinomyces naeslundii,,22.0,3.1866,,25.0,3.6211,
Yale-TB184,1691904,Pseudomonas,Pseudomonas sediminis,,14.0,2.0278,,9.0,1.3036,
Yale-TB184,287,Pseudomonas,Pseudomonas aeruginosa,,2.0,0.2897,,5.0,0.7242,
Yale-TB184,300,Pseudomonas,Pseudomonas mendocina,,1.0,0.1448,,1.0,0.1448,
Yale-TB184,712122,Actinomyces,Actinomyces sp. oral taxon 414,,10.0,1.4485,,0,0,
Yale-TB184,1318,Streptococcus,Streptococcus parasanguinis,,14.0,2.0278,,17.0,2.4624,
Yale-TB184,470565,Prevotella,Prevotella histicola,,16.0,2.3175,,16.0,2.3175,
Yale-TB184,544580,Actinomyces,Actinomyces oris,,73.0,10.5737,,48.0,6.9526,
Yale-TB184,706438,Actinomyces,Actinomyces sp. oral taxon 171,,7.0,1.0139,,2.0,0.2897,
Yale-TB184,1773,Mycobacterium,Mycobacterium tuberculosis,,1643.0,237.982,,1529.0,221.469,
Yale-TB184,29466,Veillonella,Veillonella parvula,,7.0,1.0139,,7.0,1.0139,
Yale-TB184,648,Aeromonas,Aeromonas caviae,,12.0,1.7382,,9.0,1.3036,
Yale-TB184,1659,Actinomyces,Actinomyces israelii,,9.0,1.3036,,2.0,0.2897,
Yale-TB184,28131,Prevotella,Prevotella intermedia,,8.0,1.1588,,6.0,0.8691,
Yale-TB184,2832643,"",Caudoviricetes sp.,,36.0,5.2145,,26.0,3.766,
Yale-TB184,490,Neisseria,Neisseria sicca,,18.0,2.6072,,18.0,2.6072,
Yale-TB184,28037,Streptococcus,Streptococcus mitis,,35.0,5.0696,,23.0,3.3315,
Yale-TB184,216778,Stenotrophomonas,Stenotrophomonas rhizophila,,5.0,0.7242,,0,0,
Yale-TB184,484,Neisseria,Neisseria flavescens,,4.0,0.5794,,7.0,1.0139,
Yale-TB184,1313,Streptococcus,Streptococcus pneumoniae,,15.0,2.1727,,35.0,5.0696,
Yale-TB184,727,Haemophilus,Haemophilus influenzae,,8.0,1.1588,,7.0,1.0139,
Yale-TB184,1303,Streptococcus,Streptococcus oralis,,18.0,2.6072,,17.0,2.4624,
Yale-TB184,55565,Actinomyces,Actinomyces graevenitzii,,6.0,0.8691,,6.0,0.8691,
Yale-TB184,489632,Pseudomonas,Pseudomonas chengduensis,,6.0,0.8691,,2.0,0.2897,
Yale-TB184,2610896,Streptococcus,Streptococcus sp. LPB0220,,13.0,1.883,,0,0,
Yale-TB184,1177574,Prevotella,Prevotella jejuni,,12.0,1.7382,,5.0,0.7242,
Yale-TB184,158836,Enterobacter,Enterobacter hormaechei,,22.0,3.1866,,12.0,1.7382,
Yale-TB184,1379,Gemella,Gemella haemolysans,,2.0,0.2897,,1.0,0.1448,
Yale-TB184,1660,Schaalia,Schaalia odontolytica,,136.0,19.699,,55.0,7.9665,
Yale-TB184,28449,Neisseria,Neisseria subflava,,25.0,3.6211,,23.0,3.3315,
Yale-TB184,1656,Actinomyces,Actinomyces viscosus,,2.0,0.2897,,5.0,0.7242,
Yale-TB184,52773,Schaalia,Schaalia meyeri,,11.0,1.5933,,1.0,0.1448,
Yale-TB184,712435,Porphyromonas,Porphyromonas sp. oral taxon 275,,2.0,0.2897,,0,0,
Yale-TB189,287,Pseudomonas,Pseudomonas aeruginosa,,4691.0,391.885,,4377.0,365.653,
Yale-TB189,28037,Streptococcus,Streptococcus mitis,,2972.0,248.28,,1937.0,161.816,
Yale-TB189,470565,Prevotella,Prevotella histicola,,345.0,28.8212,,345.0,28.8212,
Yale-TB189,488,Neisseria,Neisseria mucosa,,6363.0,531.563,,1721.0,143.772,
Yale-TB189,615,Serratia,Serratia marcescens,,2.0,0.1671,,0,0,
Yale-TB189,47671,Lautropia,Lautropia mirabilis,,3363.0,280.944,,2690.0,224.722,
Yale-TB189,1302,Streptococcus,Streptococcus gordonii,,389.0,32.4969,,244.0,20.3837,
Yale-TB189,1177574,Prevotella,Prevotella jejuni,,1028.0,85.8788,,365.0,30.492,
Yale-TB189,28132,Prevotella,Prevotella melaninogenica,,1258.0,105.093,,695.0,58.0601,
Yale-TB189,43675,Rothia,Rothia mucilaginosa,,7301.0,609.923,,4226.0,353.039,
Yale-TB189,55565,Actinomyces,Actinomyces graevenitzii,,760.0,63.4901,,639.0,53.3818,
Yale-TB189,398694,Mycobacterium,Mycobacterium shinjukuense,,2.0,0.1671,,21.0,1.7543,
Yale-TB189,544580,Actinomyces,Actinomyces oris,,2269.0,189.551,,1781.0,148.784,
Yale-TB189,490,Neisseria,Neisseria sicca,,1564.0,130.656,,3171.0,264.904,
Yale-TB189,1303,Streptococcus,Streptococcus oralis,,1287.0,107.516,,1098.0,91.7265,
Yale-TB189,2832643,"",Caudoviricetes sp.,,2911.0,243.184,,1892.0,158.057,
Yale-TB189,2827834,"",Siphoviridae sp. ctJ0s2,,115.0,9.6071,,6.0,0.5012,
Yale-TB189,641148,Neisseria,Neisseria sp. oral taxon 014,,317.0,26.4821,,108.0,9.0223,
Yale-TB189,1274359,Pseudomonas,Pseudomonas sihuiensis,,0,0,,2.0,0.1671,
Yale-TB189,1691904,Pseudomonas,Pseudomonas sediminis,,0,0,,10.0,0.8354,
Yale-TB189,300,Pseudomonas,Pseudomonas mendocina,,3.0,0.2506,,1.0,0.0835,
Yale-TB189,1318,Streptococcus,Streptococcus parasanguinis,,473.0,39.5143,,900.0,75.1857,
Yale-TB189,1655,Actinomyces,Actinomyces naeslundii,,1251.0,104.508,,872.0,72.8466,
Yale-TB189,706438,Actinomyces,Actinomyces sp. oral taxon 171,,269.0,22.4722,,149.0,12.4474,
Yale-TB189,712122,Actinomyces,Actinomyces sp. oral taxon 414,,754.0,62.9889,,223.0,18.6293,
Yale-TB189,712435,Porphyromonas,Porphyromonas sp. oral taxon 275,,1795.0,149.954,,191.0,15.9561,
Yale-TB189,1660,Schaalia,Schaalia odontolytica,,16435.0,1372.97,,3840.0,320.792,
Yale-TB189,77133,"",uncultured bacterium,,207.0,17.2927,,72.0,6.0149,
Yale-TB189,712116,Actinomyces,Actinomyces sp. oral taxon 169,,291.0,24.31,,34.0,2.8404,
Yale-TB189,296,Pseudomonas,Pseudomonas fragi,,21.0,1.7543,,9.0,0.7519,
Yale-TB189,303,Pseudomonas,Pseudomonas putida,,44882.0,3749.43,,26184.0,2187.4,
Yale-TB189,1689,Bifidobacterium,Bifidobacterium dentium,,65.0,5.4301,,58.0,4.8453,
Yale-TB189,573,Klebsiella,Klebsiella pneumoniae,,37.0,3.091,,208.0,17.3762,
Yale-TB189,78543,Pseudomonas,Pseudomonas migulae,,1.0,0.0835,,0,0,
Yale-TB189,484,Neisseria,Neisseria flavescens,,338.0,28.2364,,858.0,71.677,
Yale-TB189,158836,Enterobacter,Enterobacter hormaechei,,0,0,,41.0,3.4251,
Yale-TB189,200451,Pseudomonas,Pseudomonas poae,,0,0,,11.0,0.9189,
Yale-TB189,2610896,Streptococcus,Streptococcus sp. LPB0220,,289.0,24.143,,2.0,0.1671,
Yale-TB189,648,Aeromonas,Aeromonas caviae,,1.0,0.0835,,3.0,0.2506,
Yale-TB189,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,1.0,0.0835,,32.0,2.6733,
Yale-TB189,1773,Mycobacterium,Mycobacterium tuberculosis,,56020.0,4679.89,,54266.0,4533.36,
Yale-TB189,137732,Granulicatella,Granulicatella elegans,,176.0,14.703,,104.0,8.6881,
Yale-TB189,172042,Rothia,Rothia aeria,,796.0,66.4976,,523.0,43.6912,
Yale-TB189,294,Pseudomonas,Pseudomonas fluorescens,,18.0,1.5037,,285.0,23.8088,
Yale-TB189,301,Pseudomonas,Pseudomonas oleovorans,,0,0,,9.0,0.7519,
Yale-TB189,727,Haemophilus,Haemophilus influenzae,,534.0,44.6102,,624.0,52.1287,
Yale-TB189,729,Haemophilus,Haemophilus parainfluenzae,,2204.0,184.121,,1509.0,126.061,
Yale-TB189,28131,Prevotella,Prevotella intermedia,,437.0,36.5068,,274.0,22.8899,
Yale-TB189,28449,Neisseria,Neisseria subflava,,3296.0,275.347,,2457.0,205.257,
Yale-TB189,216816,Bifidobacterium,Bifidobacterium longum,,171.0,14.2853,,137.0,11.4449,
Yale-TB189,2056231,Pseudomonas,Pseudomonas qingdaonensis,,7.0,0.5848,,14.0,1.1696,
Yale-TB189,2025658,Pseudomonas,Pseudomonas sp. NS1(2017),,1.0,0.0835,,3.0,0.2506,
Yale-TB189,2789425,Actinomyces,Actinomyces sp. HMT 175,,342.0,28.5706,,58.0,4.8453,
Yale-TB189,712633,Streptococcus,Streptococcus sp. oral taxon 431,,423.0,35.3373,,60.0,5.0124,
Yale-TB189,78331,Mycobacterium,Mycobacterium canetti,,453.0,37.8435,,242.0,20.2166,
Yale-TB189,216778,Stenotrophomonas,Stenotrophomonas rhizophila,,48.0,4.0099,,15.0,1.2531,
Yale-TB189,1852377,Actinomyces,Actinomyces pacaensis,,565.0,47.1999,,4.0,0.3342,
Yale-TB189,1656,Actinomyces,Actinomyces viscosus,,422.0,35.2537,,166.0,13.8676,
Yale-TB189,29466,Veillonella,Veillonella parvula,,760.0,63.4901,,336.0,28.0693,
Yale-TB189,39778,Veillonella,Veillonella dispar,,507.0,42.3546,,147.0,12.2803,
Yale-TB189,712623,Streptococcus,Streptococcus sp. oral taxon 061,,588.0,49.1213,,9.0,0.7519,
Yale-TB189,1750,Arachnia,Arachnia propionica,,598.0,49.9567,,369.0,30.8261,
Yale-TB189,38284,Corynebacterium,Corynebacterium accolens,,132.0,11.0272,,100.0,8.354,
Yale-TB189,1659,Actinomyces,Actinomyces israelii,,722.0,60.3156,,407.0,34.0006,
Yale-TB189,43990,Corynebacterium,Corynebacterium segmentosum,,22.0,1.8379,,0,0,
Yale-TB189,178339,Pauljensenia,Pauljensenia hongkongensis,,459.0,38.3447,,86.0,7.1844,
Yale-TB189,1379,Gemella,Gemella haemolysans,,107.0,8.9387,,76.0,6.349,
Yale-TB189,1747,Cutibacterium,Cutibacterium acnes,,20.0,1.6708,,21.0,1.7543,
Yale-TB189,1886807,Pseudomonas,Pseudomonas sp. TMW 2.1634,,1.0,0.0835,,2.0,0.1671,
Yale-TB189,329,Ralstonia,Ralstonia pickettii,,5.0,0.4177,,0,0,
Yale-TB189,47878,Pseudomonas,Pseudomonas azotoformans,,9.0,0.7519,,33.0,2.7568,
Yale-TB189,489632,Pseudomonas,Pseudomonas chengduensis,,1.0,0.0835,,5.0,0.4177,
Yale-TB189,1056807,Morococcus,Morococcus cerebrosus,,1793.0,149.787,,482.0,40.2661,
Yale-TB189,2047,Rothia,Rothia dentocariosa,,198.0,16.5409,,285.0,23.8088,
Yale-TB189,480,Moraxella,Moraxella catarrhalis,,182.0,15.2042,,146.0,12.1968,
Yale-TB189,1304,Streptococcus,Streptococcus salivarius,,745.0,62.237,,507.0,42.3546,
Yale-TB189,1313,Streptococcus,Streptococcus pneumoniae,,938.0,78.3602,,2480.0,207.178,
Yale-TB189,52773,Schaalia,Schaalia meyeri,,868.0,72.5124,,348.0,29.0718,
Yale-TB189,1305738,Mycobacterium,Mycobacterium orygis,,29.0,2.4227,,49.0,4.0934,
Yale-TB189,3049954,Orthopneumovirus,Orthopneumovirus hominis,,10.0,0.8354,,10.0,0.8354,
Yale-TB199,1656,Actinomyces,Actinomyces viscosus,,10.0,1.2204,,16.0,1.9527,
Yale-TB199,28151,Serratia,Serratia proteamaculans,,383.0,46.7423,,0,0,
Yale-TB199,712435,Porphyromonas,Porphyromonas sp. oral taxon 275,,27.0,3.2952,,2.0,0.2441,
Yale-TB199,2832643,"",Caudoviricetes sp.,,220.0,26.8493,,209.0,25.5069,
Yale-TB199,1660,Schaalia,Schaalia odontolytica,,491.0,59.9228,,93.0,11.3499,
Yale-TB199,1305738,Mycobacterium,Mycobacterium orygis,,13.0,1.5866,,7.0,0.8543,
Yale-TB199,1573714,Pseudomonas,Pseudomonas sp. S04,,4.0,0.4882,,0,0,
Yale-TB199,1773,Mycobacterium,Mycobacterium tuberculosis,,11826.0,1443.27,,11335.0,1383.35,
Yale-TB199,28132,Prevotella,Prevotella melaninogenica,,49.0,5.9801,,27.0,3.2952,
Yale-TB199,727,Haemophilus,Haemophilus influenzae,,12.0,1.4645,,11.0,1.3425,
Yale-TB199,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,2.0,0.2441,,15.0,1.8306,
Yale-TB199,300,Pseudomonas,Pseudomonas mendocina,,7.0,0.8543,,2.0,0.2441,
Yale-TB199,484,Neisseria,Neisseria flavescens,,25.0,3.0511,,108.0,13.1806,
Yale-TB199,78543,Pseudomonas,Pseudomonas migulae,,344.0,41.9826,,58.0,7.0785,
Yale-TB199,200451,Pseudomonas,Pseudomonas poae,,8.0,0.9763,,6.0,0.7323,
Yale-TB199,2056231,Pseudomonas,Pseudomonas qingdaonensis,,1.0,0.122,,0,0,
Yale-TB199,29466,Veillonella,Veillonella parvula,,5.0,0.6102,,2.0,0.2441,
Yale-TB199,706438,Actinomyces,Actinomyces sp. oral taxon 171,,7.0,0.8543,,7.0,0.8543,
Yale-TB199,2610896,Streptococcus,Streptococcus sp. LPB0220,,35.0,4.2715,,0,0,
Yale-TB199,1318,Streptococcus,Streptococcus parasanguinis,,62.0,7.5666,,102.0,12.4483,
Yale-TB199,38284,Corynebacterium,Corynebacterium accolens,,2.0,0.2441,,2.0,0.2441,
Yale-TB199,172042,Rothia,Rothia aeria,,7.0,0.8543,,5.0,0.6102,
Yale-TB199,712116,Actinomyces,Actinomyces sp. oral taxon 169,,32.0,3.9054,,2.0,0.2441,
Yale-TB199,301,Pseudomonas,Pseudomonas oleovorans,,0,0,,12.0,1.4645,
Yale-TB199,1379,Gemella,Gemella haemolysans,,47.0,5.736,,36.0,4.3935,
Yale-TB199,52773,Schaalia,Schaalia meyeri,,10.0,1.2204,,7.0,0.8543,
Yale-TB199,137732,Granulicatella,Granulicatella elegans,,25.0,3.0511,,15.0,1.8306,
Yale-TB199,489632,Pseudomonas,Pseudomonas chengduensis,,0,0,,2.0,0.2441,
Yale-TB199,1750,Arachnia,Arachnia propionica,,6.0,0.7323,,7.0,0.8543,
Yale-TB199,490,Neisseria,Neisseria sicca,,87.0,10.6177,,58.0,7.0785,
Yale-TB199,1659,Actinomyces,Actinomyces israelii,,69.0,8.4209,,51.0,6.2242,
Yale-TB199,55565,Actinomyces,Actinomyces graevenitzii,,92.0,11.2279,,71.0,8.665,
Yale-TB199,712623,Streptococcus,Streptococcus sp. oral taxon 061,,19.0,2.3188,,0,0,
Yale-TB199,1313,Streptococcus,Streptococcus pneumoniae,,379.0,46.2541,,533.0,65.0486,
Yale-TB199,39778,Veillonella,Veillonella dispar,,15.0,1.8306,,3.0,0.3661,
Yale-TB199,47878,Pseudomonas,Pseudomonas azotoformans,,0,0,,29.0,3.5392,
Yale-TB199,1655,Actinomyces,Actinomyces naeslundii,,29.0,3.5392,,43.0,5.2478,
Yale-TB199,641148,Neisseria,Neisseria sp. oral taxon 014,,8.0,0.9763,,3.0,0.3661,
Yale-TB199,1886807,Pseudomonas,Pseudomonas sp. TMW 2.1634,,1005.0,122.653,,834.0,101.783,
Yale-TB199,2789425,Actinomyces,Actinomyces sp. HMT 175,,32.0,3.9054,,0,0,
Yale-TB199,77133,"",uncultured bacterium,,19.0,2.3188,,0,0,
Yale-TB199,712122,Actinomyces,Actinomyces sp. oral taxon 414,,118.0,14.401,,25.0,3.0511,
Yale-TB199,548,Klebsiella,Klebsiella aerogenes,,0,0,,1.0,0.122,
Yale-TB199,28131,Prevotella,Prevotella intermedia,,19.0,2.3188,,14.0,1.7086,
Yale-TB199,28449,Neisseria,Neisseria subflava,,425.0,51.868,,249.0,30.3886,
Yale-TB199,47671,Lautropia,Lautropia mirabilis,,120.0,14.6451,,99.0,12.0822,
Yale-TB199,573,Klebsiella,Klebsiella pneumoniae,,671.0,81.8905,,555.0,67.7336,
Yale-TB199,1302,Streptococcus,Streptococcus gordonii,,17.0,2.0747,,2.0,0.2441,
Yale-TB199,28037,Streptococcus,Streptococcus mitis,,350.0,42.7149,,171.0,20.8693,
Yale-TB199,1304,Streptococcus,Streptococcus salivarius,,218.0,26.6053,,150.0,18.3064,
Yale-TB199,43675,Rothia,Rothia mucilaginosa,,2072.0,252.872,,1238.0,151.089,
Yale-TB199,78331,Mycobacterium,Mycobacterium canetti,,61.0,7.4446,,35.0,4.2715,
Yale-TB199,2025658,Pseudomonas,Pseudomonas sp. NS1(2017),,1.0,0.122,,0,0,
Yale-TB199,303,Pseudomonas,Pseudomonas putida,,79.0,9.6414,,61.0,7.4446,
Yale-TB199,544580,Actinomyces,Actinomyces oris,,287.0,35.0262,,231.0,28.1918,
Yale-TB199,296,Pseudomonas,Pseudomonas fragi,,32151.0,3923.79,,22043.0,2690.18,
Yale-TB199,1056807,Morococcus,Morococcus cerebrosus,,31.0,3.7833,,11.0,1.3425,
Yale-TB199,287,Pseudomonas,Pseudomonas aeruginosa,,131.0,15.9876,,354.0,43.203,
Yale-TB199,158836,Enterobacter,Enterobacter hormaechei,,0,0,,9.0,1.0984,
Yale-TB199,615,Serratia,Serratia marcescens,,2.0,0.2441,,4.0,0.4882,
Yale-TB199,729,Haemophilus,Haemophilus parainfluenzae,,33.0,4.0274,,23.0,2.807,
Yale-TB199,1177574,Prevotella,Prevotella jejuni,,4.0,0.4882,,4.0,0.4882,
Yale-TB199,648,Aeromonas,Aeromonas caviae,,146.0,17.8182,,45.0,5.4919,
Yale-TB199,1747,Cutibacterium,Cutibacterium acnes,,2.0,0.2441,,3.0,0.3661,
Yale-TB199,1852377,Actinomyces,Actinomyces pacaensis,,4.0,0.4882,,0,0,
Yale-TB199,2047,Rothia,Rothia dentocariosa,,55.0,6.7123,,52.0,6.3462,
Yale-TB199,294,Pseudomonas,Pseudomonas fluorescens,,42.0,5.1258,,589.0,71.883,
Yale-TB199,488,Neisseria,Neisseria mucosa,,89.0,10.8618,,36.0,4.3935,
Yale-TB199,470565,Prevotella,Prevotella histicola,,17.0,2.0747,,18.0,2.1968,
Yale-TB199,712633,Streptococcus,Streptococcus sp. oral taxon 431,,35.0,4.2715,,4.0,0.4882,
Yale-TB199,1303,Streptococcus,Streptococcus oralis,,191.0,23.3101,,132.0,16.1096,
Yale-TB199,178339,Pauljensenia,Pauljensenia hongkongensis,,20.0,2.4409,,9.0,1.0984,
Yale-TB218,573,Klebsiella,Klebsiella pneumoniae,,0,0,,207.0,42.9372,
Yale-TB218,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,3.0,0.6223,,1.0,0.2074,
Yale-TB218,544580,Actinomyces,Actinomyces oris,,3076.0,638.042,,2864.0,594.068,
Yale-TB218,712116,Actinomyces,Actinomyces sp. oral taxon 169,,650.0,134.827,,87.0,18.0461,
Yale-TB218,28449,Neisseria,Neisseria subflava,,17487.0,3627.26,,12067.0,2503.01,
Yale-TB218,712623,Streptococcus,Streptococcus sp. oral taxon 061,,21234.0,4404.48,,399.0,82.763,
Yale-TB218,287,Pseudomonas,Pseudomonas aeruginosa,,0,0,,19.0,3.9411,
Yale-TB218,484,Neisseria,Neisseria flavescens,,3676.0,762.498,,6677.0,1384.98,
Yale-TB218,28131,Prevotella,Prevotella intermedia,,91.0,18.8758,,48.0,9.9565,
Yale-TB218,38284,Corynebacterium,Corynebacterium accolens,,4.0,0.8297,,0,0,
Yale-TB218,47671,Lautropia,Lautropia mirabilis,,1603.0,332.504,,1247.0,258.66,
Yale-TB218,480,Moraxella,Moraxella catarrhalis,,0,0,,4.0,0.8297,
Yale-TB218,1056807,Morococcus,Morococcus cerebrosus,,2352.0,487.866,,3856.0,799.835,
Yale-TB218,1379,Gemella,Gemella haemolysans,,88.0,18.2535,,47.0,9.749,
Yale-TB218,2715960,Bradyrhizobium,Bradyrhizobium sp. PSBB068,,6.0,1.2446,,0,0,
Yale-TB218,712122,Actinomyces,Actinomyces sp. oral taxon 414,,10680.0,2215.31,,4363.0,905.0,
Yale-TB218,52773,Schaalia,Schaalia meyeri,,524.0,108.691,,111.0,23.0243,
Yale-TB218,1656,Actinomyces,Actinomyces viscosus,,398.0,82.5556,,240.0,49.7822,
Yale-TB218,216816,Bifidobacterium,Bifidobacterium longum,,194.0,40.2406,,194.0,40.2406,
Yale-TB218,1747,Cutibacterium,Cutibacterium acnes,,37.0,7.6748,,29.0,6.0154,
Yale-TB218,2610896,Streptococcus,Streptococcus sp. LPB0220,,214.0,44.3892,,50.0,10.3713,
Yale-TB218,727,Haemophilus,Haemophilus influenzae,,29.0,6.0154,,107.0,22.1946,
Yale-TB218,158836,Enterobacter,Enterobacter hormaechei,,0,0,,25.0,5.1857,
Yale-TB218,1318,Streptococcus,Streptococcus parasanguinis,,557.0,115.536,,2442.0,506.534,
Yale-TB218,28132,Prevotella,Prevotella melaninogenica,,1429.0,296.412,,659.0,136.694,
Yale-TB218,2789425,Actinomyces,Actinomyces sp. HMT 175,,590.0,122.381,,61.0,12.653,
Yale-TB218,1304,Streptococcus,Streptococcus salivarius,,830.0,172.164,,623.0,129.226,
Yale-TB218,1773,Mycobacterium,Mycobacterium tuberculosis,,6584.0,1365.69,,6339.0,1314.87,
Yale-TB218,1177574,Prevotella,Prevotella jejuni,,117.0,24.2688,,45.0,9.3342,
Yale-TB218,1852377,Actinomyces,Actinomyces pacaensis,,90.0,18.6683,,2.0,0.4149,
Yale-TB218,329,Ralstonia,Ralstonia pickettii,,2.0,0.4149,,0,0,
Yale-TB218,1859,Frankia,Frankia alni,,1.0,0.2074,,0,0,
Yale-TB218,29466,Veillonella,Veillonella parvula,,171.0,35.4698,,114.0,23.6466,
Yale-TB218,398694,Mycobacterium,Mycobacterium shinjukuense,,0,0,,2.0,0.4149,
Yale-TB218,43675,Rothia,Rothia mucilaginosa,,5595.0,1160.55,,2700.0,560.05,
Yale-TB218,3049954,Orthopneumovirus,Orthopneumovirus hominis,,2.0,0.4149,,2.0,0.4149,
Yale-TB218,55565,Actinomyces,Actinomyces graevenitzii,,185.0,38.3738,,121.0,25.0985,
Yale-TB218,2832643,"",Caudoviricetes sp.,,2209.0,458.204,,2198.0,455.922,
Yale-TB218,28037,Streptococcus,Streptococcus mitis,,5172.0,1072.81,,5572.0,1155.78,
Yale-TB218,78331,Mycobacterium,Mycobacterium canetti,,35.0,7.2599,,21.0,4.356,
Yale-TB218,1313,Streptococcus,Streptococcus pneumoniae,,1591.0,330.015,,6602.0,1369.43,
Yale-TB218,712435,Porphyromonas,Porphyromonas sp. oral taxon 275,,23.0,4.7708,,3.0,0.6223,
Yale-TB218,729,Haemophilus,Haemophilus parainfluenzae,,1146.0,237.71,,639.0,132.545,
Yale-TB218,1689,Bifidobacterium,Bifidobacterium dentium,,116.0,24.0614,,88.0,18.2535,
Yale-TB218,77133,"",uncultured bacterium,,362.0,75.0882,,28.0,5.8079,
Yale-TB218,706438,Actinomyces,Actinomyces sp. oral taxon 171,,491.0,101.846,,191.0,39.6184,
Yale-TB218,1404864,Bradyrhizobium,Bradyrhizobium cosmicum,,0,0,,2.0,0.4149,
Yale-TB218,1303,Streptococcus,Streptococcus oralis,,9658.0,2003.32,,7719.0,1601.12,
Yale-TB218,548,Klebsiella,Klebsiella aerogenes,,0,0,,2.0,0.4149,
Yale-TB218,1655,Actinomyces,Actinomyces naeslundii,,1113.0,230.865,,1037.0,215.101,
Yale-TB218,1750,Arachnia,Arachnia propionica,,221.0,45.8411,,129.0,26.758,
Yale-TB218,178339,Pauljensenia,Pauljensenia hongkongensis,,322.0,66.7912,,35.0,7.2599,
Yale-TB218,488,Neisseria,Neisseria mucosa,,38528.0,7991.71,,13850.0,2872.85,
Yale-TB218,490,Neisseria,Neisseria sicca,,16822.0,3489.32,,19004.0,3941.92,
Yale-TB218,1305738,Mycobacterium,Mycobacterium orygis,,0,0,,6.0,1.2446,
Yale-TB218,1302,Streptococcus,Streptococcus gordonii,,455.0,94.3788,,252.0,52.2714,
Yale-TB218,39778,Veillonella,Veillonella dispar,,252.0,52.2714,,43.0,8.9193,
Yale-TB218,470565,Prevotella,Prevotella histicola,,46.0,9.5416,,105.0,21.7797,
Yale-TB218,1659,Actinomyces,Actinomyces israelii,,1718.0,356.358,,610.0,126.53,
Yale-TB218,2047,Rothia,Rothia dentocariosa,,51.0,10.5787,,114.0,23.6466,
Yale-TB218,641148,Neisseria,Neisseria sp. oral taxon 014,,1955.0,405.518,,715.0,148.31,
Yale-TB218,1660,Schaalia,Schaalia odontolytica,,7287.0,1511.51,,1065.0,220.909,
Yale-TB218,137732,Granulicatella,Granulicatella elegans,,0,0,,2.0,0.4149,
Yale-TB218,172042,Rothia,Rothia aeria,,304.0,63.0575,,319.0,66.1689,
Yale-TB218,712633,Streptococcus,Streptococcus sp. oral taxon 431,,7075.0,1467.54,,843.0,174.86,
Yale-TB187,1303,Streptococcus,Streptococcus oralis,,33.0,2.9681,,26.0,2.3385,
Yale-TB187,28037,Streptococcus,Streptococcus mitis,,24.0,2.1586,,19.0,1.7089,
Yale-TB187,712633,Streptococcus,Streptococcus sp. oral taxon 431,,6.0,0.5397,,1.0,0.0899,
Yale-TB187,1056807,Morococcus,Morococcus cerebrosus,,42.0,3.7776,,19.0,1.7089,
Yale-TB187,470565,Prevotella,Prevotella histicola,,71.0,6.3859,,51.0,4.587,
Yale-TB187,712122,Actinomyces,Actinomyces sp. oral taxon 414,,12.0,1.0793,,5.0,0.4497,
Yale-TB187,1302,Streptococcus,Streptococcus gordonii,,2.0,0.1799,,3.0,0.2698,
Yale-TB187,1177574,Prevotella,Prevotella jejuni,,37.0,3.3278,,15.0,1.3491,
Yale-TB187,28449,Neisseria,Neisseria subflava,,47.0,4.2273,,42.0,3.7776,
Yale-TB187,178339,Pauljensenia,Pauljensenia hongkongensis,,1.0,0.0899,,2.0,0.1799,
Yale-TB187,484,Neisseria,Neisseria flavescens,,2.0,0.1799,,15.0,1.3491,
Yale-TB187,398694,Mycobacterium,Mycobacterium shinjukuense,,0,0,,1.0,0.0899,
Yale-TB187,28131,Prevotella,Prevotella intermedia,,17.0,1.529,,5.0,0.4497,
Yale-TB187,55565,Actinomyces,Actinomyces graevenitzii,,20.0,1.7988,,18.0,1.619,
Yale-TB187,727,Haemophilus,Haemophilus influenzae,,6.0,0.5397,,6.0,0.5397,
Yale-TB187,1773,Mycobacterium,Mycobacterium tuberculosis,,2740.0,246.44,,2501.0,224.944,
Yale-TB187,158836,Enterobacter,Enterobacter hormaechei,,0,0,,2.0,0.1799,
Yale-TB187,488,Neisseria,Neisseria mucosa,,159.0,14.3007,,48.0,4.3172,
Yale-TB187,490,Neisseria,Neisseria sicca,,68.0,6.116,,103.0,9.264,
Yale-TB187,29466,Veillonella,Veillonella parvula,,15.0,1.3491,,4.0,0.3598,
Yale-TB187,712116,Actinomyces,Actinomyces sp. oral taxon 169,,10.0,0.8994,,0,0,
Yale-TB187,78331,Mycobacterium,Mycobacterium canetti,,6.0,0.5397,,10.0,0.8994,
Yale-TB187,43675,Rothia,Rothia mucilaginosa,,168.0,15.1102,,92.0,8.2746,
Yale-TB187,77133,"",uncultured bacterium,,5.0,0.4497,,2.0,0.1799,
Yale-TB187,706438,Actinomyces,Actinomyces sp. oral taxon 171,,8.0,0.7195,,4.0,0.3598,
Yale-TB187,376,Bradyrhizobium,Bradyrhizobium sp.,,0,0,,2.0,0.1799,
Yale-TB187,2047,Rothia,Rothia dentocariosa,,9.0,0.8095,,4.0,0.3598,
Yale-TB187,1318,Streptococcus,Streptococcus parasanguinis,,12.0,1.0793,,35.0,3.148,
