strain	study	continent	region	lineage	spoligotype	res_profile	INH	STR	RIF	EMB	ETH	PZA	OFL	KAN	num_res	country	date
ERR182019	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182020	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182021	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	H2	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182022	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	H2	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182023	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182024	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI6-BGD1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182025	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T2-uganda	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182027	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T3	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182028	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182029	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182030	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182031	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T2,H3,T3	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182033	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182034	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182035	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM4	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182036	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182038	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR182039	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR182040	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T2-uganda	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR182041	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T2-uganda	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR182042	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI6-BGD1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR182043	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T2,H3,T3	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR182044	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR182045	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR182046	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR182047	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR182048	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR182049	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182050	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182051	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182052	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182053	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182054	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI6-BGD1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182055	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	X3	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182056	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR182057	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T2-uganda	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR190328	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190329	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190330	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM4	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190331	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR190332	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR190333	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190334	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	UNKNOWN	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190335	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190336	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI1-SOM	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190337	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI1-SOM	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190338	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR190339	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR190341	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR190344	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI6-BGD1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR190345	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI6-BGD1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR190346	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM3	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR190348	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190349	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI5	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190350	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2003-XX-XX
ERR190351	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190353	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	UNKNOWN	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190354	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR190356	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR190357	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR190360	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190366	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190368	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR190369	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190372	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1997-XX-XX
ERR190373	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM4	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR190374	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR190375	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	EAI5	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR190376	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T4	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR190377	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	UNKNOWN	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR190378	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR190380	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR190381	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR190382	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI6-BGD1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR190383	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR190384	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR190385	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM5	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR190386	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR190387	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR190389	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI1-SOM	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR190390	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2000-XX-XX
ERR190392	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2000-XX-XX
ERR190394	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-3	CAS1-Delhi	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2000-XX-XX
ERR190395	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR190396	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190397	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM5	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR190398	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190399	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2003-XX-XX
ERR190400	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190401	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR190402	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-3	CAS1-Delhi	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2003-XX-XX
ERR190403	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI6-BGD1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2004-XX-XX
ERR190404	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2003-XX-XX
ERR190405	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR190407	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR190408	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR190409	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2003-XX-XX
ERR190410	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	S	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1997-XX-XX
ERR211991	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI5	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2003-XX-XX
ERR211992	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	S	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR211993	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2003-XX-XX
ERR211994	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T5	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR211995	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1,H3	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR211996	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	UNKNOWN	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR211997	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR211998	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM4	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR211999	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2003-XX-XX
ERR212000	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2002-XX-XX
ERR212003	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2003-XX-XX
ERR212007	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1997-XX-XX
ERR212009	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR212010	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR212011	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	X3	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR212012	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR212013	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR212014	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR212015	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR212016	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR212018	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1997-XX-XX
ERR212019	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR212020	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1,H3	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR212022	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI5	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR212023	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR212025	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR212026	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR212027	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2000-XX-XX
ERR212028	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2000-XX-XX
ERR212029	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2000-XX-XX
ERR212030	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1,H3	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2000-XX-XX
ERR212031	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR212032	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR212035	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR212036	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T2,T1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2000-XX-XX
ERR212037	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1998-XX-XX
ERR212038	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI6-BGD1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR212039	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR212040	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1997-XX-XX
ERR212041	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR212043	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	1999-XX-XX
ERR212044	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM3,T1,H3	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2004-XX-XX
ERR212045	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2004-XX-XX
ERR212046	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1,H3	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR212047	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	T1,H3	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2001-XX-XX
ERR212048	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI5	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR212049	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR212050	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	X1,T1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR212051	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	X1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2003-XX-XX
ERR212052	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-B	BOV_1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2004-XX-XX
ERR212053	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM3	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2004-XX-XX
ERR212055	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM9	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2004-XX-XX
ERR212056	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2003-XX-XX
ERR212057	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR212060	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR212061	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR212062	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR212063	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR212064	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2005-XX-XX
ERR212065	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-4	LAM11-ZWE	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2006-XX-XX
ERR212066	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI6-BGD1	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2004-XX-XX
ERR212067	Guerra-Assuncao et al., 2014	Africa	Eastern_Africa	LIN-1	EAI5	susceptible	0	0	0	0	0	0	0	0	0	Malawi	2007-XX-XX
