,strain,study,continent,region,lineage,spoligotype,res_profile,INH,STR,RIF,EMB,ETH,PZA,OFL,KAN,num_res,country,date,Original_ID,Sample_Type,Sample_source,CT,starting_quant,Primer_Conc,NGS_Run_ID,numreads,covbases,coverage,meandepth,mykrobe_lineage,Template_dilution,Amikacin,Capreomycin,Ciprofloxacin,Delamanid,Levofloxacin,Linezolid,Moxifloxacin,NA
2520,ERR176615,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2521,ERR176617,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2522,ERR176618,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2523,ERR176621,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,H2,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2524,ERR176622,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2525,ERR176623,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM2,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2526,ERR176624,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM4,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2527,ERR176625,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2528,ERR176626,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,"T2,H3,T3",susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2529,ERR176627,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2530,ERR176628,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,S,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2531,ERR176630,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI6-BGD1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2532,ERR176632,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,X1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2533,ERR176633,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2534,ERR176634,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2535,ERR176635,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,UNKNOWN,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1995-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2536,ERR176636,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2537,ERR176637,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI1-SOM,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2538,ERR176638,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2539,ERR176639,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,UNKNOWN,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2540,ERR176640,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2541,ERR176641,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2542,ERR176642,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2543,ERR176644,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2544,ERR176645,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2545,ERR176647,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2546,ERR176648,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-3,CAS1-Kili,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2547,ERR176649,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2548,ERR176653,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,X3,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2549,ERR176654,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1995-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2550,ERR176655,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,X1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2551,ERR176656,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2552,ERR176657,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-3,CAS1-Kili,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2553,ERR176659,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2554,ERR176660,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,"T2,H3,T3",susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2555,ERR176661,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2556,ERR176662,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-3,CAS1-Kili,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2557,ERR176663,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2558,ERR176664,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,H2,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2559,ERR176665,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2560,ERR176666,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,"LAM9,LAM4",susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2561,ERR176667,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2562,ERR176668,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-3,CAS1-Kili,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2563,ERR176669,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2564,ERR176670,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-3,CAS1-Kili,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2565,ERR176671,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2566,ERR176672,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2567,ERR176673,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM3,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2568,ERR176674,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-3,CAS1-Kili,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2001-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2569,ERR176675,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2570,ERR176676,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-3,CAS1-Kili,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2571,ERR176677,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI6-BGD1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2572,ERR176678,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2573,ERR176679,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2574,ERR176680,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2575,ERR176681,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM4,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2576,ERR176682,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,"LAM3,T1,H3",susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2577,ERR176683,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2578,ERR176684,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2579,ERR176685,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2580,ERR176686,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2581,ERR176687,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2582,ERR176688,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2583,ERR176689,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI6-BGD1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2584,ERR176690,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2585,ERR176691,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2586,ERR176692,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2587,ERR176693,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2588,ERR176694,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2589,ERR176695,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2590,ERR176697,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2591,ERR176698,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2592,ERR176699,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2593,ERR176700,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2594,ERR176701,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2595,ERR176702,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2596,ERR176703,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2597,ERR176704,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-3,CAS1-Kili,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2598,ERR176705,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2599,ERR176706,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2600,ERR176708,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM9,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2601,ERR176710,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2602,ERR176711,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2603,ERR176712,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2604,ERR176713,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI6-BGD1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2605,ERR176714,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2606,ERR176715,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2607,ERR176717,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2608,ERR176718,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
