sample	name	start	end	depth
Yale-TB111	Rv0676c	775585	778906	1
Yale-TB111	Rv0678	778906	779488	0
Yale-TB111	Rv0701	800793	801462	1
Yale-TB111	Rv1173	1302805	1305502	1
Yale-TB111	Rv1305	1460997	1461291	0
Yale-TB111	Rv1483	1673409	1675012	2
Yale-TB111	Rv1694	1917939	1918747	3
Yale-TB111	Rv1908c	2153888	2156112	1
Yale-TB111	Rv2043c	2288676	2289272	7
Yale-TB111	Rv2416c	2714123	2715372	0
Yale-TB111	Rv2428	2726093	2726194	1
Yale-TB111	Rv2535c	2859299	2860451	1
Yale-TB111	Rv2983	3339068	3339763	2
Yale-TB111	Rv3261	3640493	3642882	0
Yale-TB111	Rv3547	3986794	3987300	3
Yale-TB111	Rv3795	4246586	4249653	1
Yale-TB111	Rv3854c	4326003	4327548	1
Yale-TB112	MTB000019	1473245	1473331	52
Yale-TB112	MTB000020	1473657	1476796	28
Yale-TB112	Rv0005	6571	6762	0
Yale-TB112	Rv0006	7360	7583	37
Yale-TB112	Rv0407	490733	491794	5
Yale-TB112	Rv0667	760307	761286	25
Yale-TB112	Rv0676c	775585	778906	3
Yale-TB112	Rv0678	778906	779488	1
Yale-TB112	Rv0701	800793	801462	1
Yale-TB112	Rv1173	1302805	1305502	6
Yale-TB112	Rv1305	1460997	1461291	1
Yale-TB112	Rv1483	1673409	1675012	2
Yale-TB112	Rv1694	1917939	1918747	7
Yale-TB112	Rv1908c	2153888	2156112	2
Yale-TB112	Rv2043c	2288676	2289272	34
Yale-TB112	Rv2416c	2714123	2715372	6
Yale-TB112	Rv2428	2726093	2726194	4
Yale-TB112	Rv2535c	2859299	2860451	2
Yale-TB112	Rv2983	3339068	3339763	13
Yale-TB112	Rv3261	3640493	3642882	5
Yale-TB112	Rv3547	3986794	3987300	5
Yale-TB112	Rv3795	4246586	4249653	6
Yale-TB112	Rv3854c	4326003	4327548	6
Yale-TB113	MTB000019	1473245	1473331	0
Yale-TB113	MTB000020	1473657	1476796	0
Yale-TB113	Rv0005	6571	6762	0
Yale-TB113	Rv0006	7360	7583	2
Yale-TB113	Rv0407	490733	491794	0
Yale-TB113	Rv0667	760307	761286	9
Yale-TB113	Rv0676c	775585	778906	0
Yale-TB113	Rv0678	778906	779488	0
Yale-TB113	Rv0701	800793	801462	0
Yale-TB113	Rv1173	1302805	1305502	1
Yale-TB113	Rv1305	1460997	1461291	0
Yale-TB113	Rv1483	1673409	1675012	4
Yale-TB113	Rv1694	1917939	1918747	3
Yale-TB113	Rv1908c	2153888	2156112	0
Yale-TB113	Rv2043c	2288676	2289272	13
Yale-TB113	Rv2416c	2714123	2715372	6
Yale-TB113	Rv2428	2726093	2726194	0
Yale-TB113	Rv2535c	2859299	2860451	0
Yale-TB113	Rv2983	3339068	3339763	6
Yale-TB113	Rv3261	3640493	3642882	4
Yale-TB113	Rv3547	3986794	3987300	0
Yale-TB113	Rv3795	4246586	4249653	0
Yale-TB113	Rv3854c	4326003	4327548	4
Yale-TB114	MTB000019	1473245	1473331	1
Yale-TB114	MTB000020	1473657	1476796	1
Yale-TB114	Rv0005	6571	6762	0
Yale-TB114	Rv0006	7360	7583	2
Yale-TB114	Rv0407	490733	491794	0
Yale-TB114	Rv0667	760307	761286	0
Yale-TB114	Rv0676c	775585	778906	0
Yale-TB114	Rv0678	778906	779488	0
Yale-TB114	Rv0701	800793	801462	0
Yale-TB114	Rv1173	1302805	1305502	1
Yale-TB114	Rv1305	1460997	1461291	0
Yale-TB114	Rv1483	1673409	1675012	0
Yale-TB114	Rv1694	1917939	1918747	0
Yale-TB114	Rv1908c	2153888	2156112	0
Yale-TB114	Rv2043c	2288676	2289272	3
Yale-TB114	Rv2416c	2714123	2715372	1
Yale-TB114	Rv2428	2726093	2726194	0
Yale-TB114	Rv2535c	2859299	2860451	2
Yale-TB114	Rv2983	3339068	3339763	0
Yale-TB114	Rv3261	3640493	3642882	0
Yale-TB114	Rv3547	3986794	3987300	1
Yale-TB114	Rv3795	4246586	4249653	0
Yale-TB114	Rv3854c	4326003	4327548	1
Yale-TB115	MTB000019	1473245	1473331	0
Yale-TB115	MTB000020	1473657	1476796	1
Yale-TB115	Rv0005	6571	6762	0
Yale-TB115	Rv0006	7360	7583	44
Yale-TB115	Rv0407	490733	491794	1
Yale-TB115	Rv0667	760307	761286	56
Yale-TB115	Rv0676c	775585	778906	3
Yale-TB115	Rv0678	778906	779488	1
Yale-TB115	Rv0701	800793	801462	1
Yale-TB115	Rv1173	1302805	1305502	15
Yale-TB115	Rv1305	1460997	1461291	0
Yale-TB115	Rv1483	1673409	1675012	17
Yale-TB115	Rv1694	1917939	1918747	47
Yale-TB115	Rv1908c	2153888	2156112	1
Yale-TB115	Rv2043c	2288676	2289272	492
Yale-TB115	Rv2416c	2714123	2715372	19
Yale-TB115	Rv2428	2726093	2726194	3
Yale-TB115	Rv2535c	2859299	2860451	2
Yale-TB115	Rv2983	3339068	3339763	34
Yale-TB115	Rv3261	3640493	3642882	17
Yale-TB115	Rv3547	3986794	3987300	11
Yale-TB115	Rv3795	4246586	4249653	14
Yale-TB115	Rv3854c	4326003	4327548	128
Yale-TB116	MTB000019	1473245	1473331	0
Yale-TB116	MTB000020	1473657	1476796	0
Yale-TB116	Rv0005	6571	6762	1
Yale-TB116	Rv0006	7360	7583	2
Yale-TB116	Rv0407	490733	491794	0
Yale-TB116	Rv0667	760307	761286	1
Yale-TB116	Rv0676c	775585	778906	1
Yale-TB116	Rv0678	778906	779488	1
Yale-TB116	Rv0701	800793	801462	0
Yale-TB116	Rv1173	1302805	1305502	0
Yale-TB116	Rv1305	1460997	1461291	0
Yale-TB116	Rv1483	1673409	1675012	0
Yale-TB116	Rv1694	1917939	1918747	0
Yale-TB116	Rv1908c	2153888	2156112	0
Yale-TB116	Rv2043c	2288676	2289272	2
Yale-TB116	Rv2416c	2714123	2715372	0
Yale-TB116	Rv2428	2726093	2726194	0
Yale-TB116	Rv2535c	2859299	2860451	0
Yale-TB116	Rv2983	3339068	3339763	0
Yale-TB116	Rv3261	3640493	3642882	0
Yale-TB116	Rv3547	3986794	3987300	1
Yale-TB116	Rv3795	4246586	4249653	0
Yale-TB116	Rv3854c	4326003	4327548	0
Yale-TB117	MTB000019	1473245	1473331	0
Yale-TB117	MTB000020	1473657	1476796	1
Yale-TB117	Rv0005	6571	6762	0
Yale-TB117	Rv0006	7360	7583	585
Yale-TB117	Rv0407	490733	491794	5
Yale-TB117	Rv0667	760307	761286	33
Yale-TB117	Rv0676c	775585	778906	2
Yale-TB117	Rv0678	778906	779488	0
Yale-TB117	Rv0701	800793	801462	1
Yale-TB117	Rv1173	1302805	1305502	17
Yale-TB117	Rv1305	1460997	1461291	0
Yale-TB117	Rv1483	1673409	1675012	14
Yale-TB117	Rv1694	1917939	1918747	42
Yale-TB117	Rv1908c	2153888	2156112	1
Yale-TB117	Rv2043c	2288676	2289272	182
Yale-TB117	Rv2416c	2714123	2715372	19
Yale-TB117	Rv2428	2726093	2726194	3
Yale-TB117	Rv2535c	2859299	2860451	0
Yale-TB117	Rv2983	3339068	3339763	33
Yale-TB117	Rv3261	3640493	3642882	17
Yale-TB117	Rv3547	3986794	3987300	10
Yale-TB117	Rv3795	4246586	4249653	15
Yale-TB117	Rv3854c	4326003	4327548	175
Yale-TB118	MTB000019	1473245	1473331	2
Yale-TB118	MTB000020	1473657	1476796	2
Yale-TB118	Rv0005	6571	6762	0
Yale-TB118	Rv0006	7360	7583	2
Yale-TB118	Rv0407	490733	491794	0
Yale-TB118	Rv0667	760307	761286	3
Yale-TB118	Rv0676c	775585	778906	0
Yale-TB118	Rv0678	778906	779488	0
Yale-TB118	Rv0701	800793	801462	0
Yale-TB118	Rv1173	1302805	1305502	1
Yale-TB118	Rv1305	1460997	1461291	0
Yale-TB118	Rv1483	1673409	1675012	1
Yale-TB118	Rv1694	1917939	1918747	1
Yale-TB118	Rv1908c	2153888	2156112	0
Yale-TB118	Rv2043c	2288676	2289272	4
Yale-TB118	Rv2416c	2714123	2715372	2
Yale-TB118	Rv2428	2726093	2726194	0
Yale-TB118	Rv2535c	2859299	2860451	0
Yale-TB118	Rv2983	3339068	3339763	1
Yale-TB118	Rv3261	3640493	3642882	0
Yale-TB118	Rv3547	3986794	3987300	1
Yale-TB118	Rv3795	4246586	4249653	0
Yale-TB118	Rv3854c	4326003	4327548	1
Yale-TB119	MTB000019	1473245	1473331	19
Yale-TB119	MTB000020	1473657	1476796	54
Yale-TB119	Rv0005	6571	6762	2
Yale-TB119	Rv0006	7360	7583	76
Yale-TB119	Rv0407	490733	491794	25
Yale-TB119	Rv0667	760307	761286	68
Yale-TB119	Rv0676c	775585	778906	26
Yale-TB119	Rv0678	778906	779488	5
Yale-TB119	Rv0701	800793	801462	24
Yale-TB119	Rv1173	1302805	1305502	32
Yale-TB119	Rv1305	1460997	1461291	7
Yale-TB119	Rv1483	1673409	1675012	22
Yale-TB119	Rv1694	1917939	1918747	23
Yale-TB119	Rv1908c	2153888	2156112	14
Yale-TB119	Rv2043c	2288676	2289272	68
Yale-TB119	Rv2416c	2714123	2715372	25
Yale-TB119	Rv2428	2726093	2726194	34
Yale-TB119	Rv2535c	2859299	2860451	7
Yale-TB119	Rv2983	3339068	3339763	43
Yale-TB119	Rv3261	3640493	3642882	20
Yale-TB119	Rv3547	3986794	3987300	31
Yale-TB119	Rv3795	4246586	4249653	28
Yale-TB119	Rv3854c	4326003	4327548	43
Yale-TB120	MTB000019	1473245	1473331	16
Yale-TB120	MTB000020	1473657	1476796	2
Yale-TB120	Rv0005	6571	6762	0
Yale-TB120	Rv0006	7360	7583	150
Yale-TB120	Rv0407	490733	491794	2
Yale-TB120	Rv0667	760307	761286	111
Yale-TB120	Rv0676c	775585	778906	35
Yale-TB120	Rv0678	778906	779488	8
Yale-TB120	Rv0701	800793	801462	52
Yale-TB120	Rv1173	1302805	1305502	24
Yale-TB120	Rv1305	1460997	1461291	1
Yale-TB120	Rv1483	1673409	1675012	16
Yale-TB120	Rv1694	1917939	1918747	54
Yale-TB120	Rv1908c	2153888	2156112	3
Yale-TB120	Rv2043c	2288676	2289272	774
Yale-TB120	Rv2416c	2714123	2715372	62
Yale-TB120	Rv2428	2726093	2726194	59
Yale-TB120	Rv2535c	2859299	2860451	13
Yale-TB120	Rv2983	3339068	3339763	96
Yale-TB120	Rv3261	3640493	3642882	17
Yale-TB120	Rv3547	3986794	3987300	80
Yale-TB120	Rv3795	4246586	4249653	19
Yale-TB120	Rv3854c	4326003	4327548	86
Yale-TB121	MTB000019	1473245	1473331	3
Yale-TB121	MTB000020	1473657	1476796	19
Yale-TB121	Rv0005	6571	6762	0
Yale-TB121	Rv0006	7360	7583	7
Yale-TB121	Rv0407	490733	491794	0
Yale-TB121	Rv0667	760307	761286	42
Yale-TB121	Rv0676c	775585	778906	0
Yale-TB121	Rv0678	778906	779488	0
Yale-TB121	Rv0701	800793	801462	0
Yale-TB121	Rv1173	1302805	1305502	0
Yale-TB121	Rv1305	1460997	1461291	0
Yale-TB121	Rv1483	1673409	1675012	0
Yale-TB121	Rv1694	1917939	1918747	0
Yale-TB121	Rv1908c	2153888	2156112	0
Yale-TB121	Rv2043c	2288676	2289272	0
Yale-TB121	Rv2416c	2714123	2715372	0
Yale-TB121	Rv2428	2726093	2726194	0
Yale-TB121	Rv2535c	2859299	2860451	0
Yale-TB121	Rv2983	3339068	3339763	0
Yale-TB121	Rv3261	3640493	3642882	0
Yale-TB121	Rv3547	3986794	3987300	0
Yale-TB121	Rv3795	4246586	4249653	0
Yale-TB121	Rv3854c	4326003	4327548	0
Yale-TB122	MTB000019	1473245	1473331	266
Yale-TB122	MTB000020	1473657	1476796	37
Yale-TB122	Rv0005	6571	6762	0
Yale-TB122	Rv0006	7360	7583	67
Yale-TB122	Rv0407	490733	491794	13
Yale-TB122	Rv0667	760307	761286	148
Yale-TB122	Rv0676c	775585	778906	9
Yale-TB122	Rv0678	778906	779488	2
Yale-TB122	Rv0701	800793	801462	13
Yale-TB122	Rv1173	1302805	1305502	19
Yale-TB122	Rv1305	1460997	1461291	1
Yale-TB122	Rv1483	1673409	1675012	11
Yale-TB122	Rv1694	1917939	1918747	8
Yale-TB122	Rv1908c	2153888	2156112	7
Yale-TB122	Rv2043c	2288676	2289272	32
Yale-TB122	Rv2416c	2714123	2715372	22
Yale-TB122	Rv2428	2726093	2726194	13
Yale-TB122	Rv2535c	2859299	2860451	7
Yale-TB122	Rv2983	3339068	3339763	30
Yale-TB122	Rv3261	3640493	3642882	13
Yale-TB122	Rv3547	3986794	3987300	13
Yale-TB122	Rv3795	4246586	4249653	14
Yale-TB122	Rv3854c	4326003	4327548	14
Yale-TB123	MTB000019	1473245	1473331	0
Yale-TB123	MTB000020	1473657	1476796	0
Yale-TB123	Rv0005	6571	6762	0
Yale-TB123	Rv0006	7360	7583	0
Yale-TB123	Rv0407	490733	491794	0
Yale-TB123	Rv0667	760307	761286	1
Yale-TB123	Rv0676c	775585	778906	0
Yale-TB123	Rv0678	778906	779488	0
Yale-TB123	Rv0701	800793	801462	0
Yale-TB123	Rv1173	1302805	1305502	0
Yale-TB123	Rv1305	1460997	1461291	0
Yale-TB123	Rv1483	1673409	1675012	0
Yale-TB123	Rv1694	1917939	1918747	0
Yale-TB123	Rv1908c	2153888	2156112	0
Yale-TB123	Rv2043c	2288676	2289272	0
Yale-TB123	Rv2416c	2714123	2715372	0
Yale-TB123	Rv2428	2726093	2726194	0
Yale-TB123	Rv2535c	2859299	2860451	0
Yale-TB123	Rv2983	3339068	3339763	0
Yale-TB123	Rv3261	3640493	3642882	0
Yale-TB123	Rv3547	3986794	3987300	0
Yale-TB123	Rv3795	4246586	4249653	0
Yale-TB123	Rv3854c	4326003	4327548	0
Yale-TB124	MTB000019	1473245	1473331	0
Yale-TB124	MTB000020	1473657	1476796	1
Yale-TB124	Rv0005	6571	6762	0
Yale-TB124	Rv0006	7360	7583	39
Yale-TB124	Rv0407	490733	491794	2
Yale-TB124	Rv0667	760307	761286	16
Yale-TB124	Rv0676c	775585	778906	1
Yale-TB124	Rv0678	778906	779488	0
Yale-TB124	Rv0701	800793	801462	1
Yale-TB124	Rv1173	1302805	1305502	13
Yale-TB124	Rv1305	1460997	1461291	0
Yale-TB124	Rv1483	1673409	1675012	5
Yale-TB124	Rv1694	1917939	1918747	28
Yale-TB124	Rv1908c	2153888	2156112	1
Yale-TB124	Rv2043c	2288676	2289272	43
Yale-TB124	Rv2416c	2714123	2715372	14
Yale-TB124	Rv2428	2726093	2726194	2
Yale-TB124	Rv2535c	2859299	2860451	0
Yale-TB124	Rv2983	3339068	3339763	23
Yale-TB124	Rv3261	3640493	3642882	6
Yale-TB124	Rv3547	3986794	3987300	0
Yale-TB124	Rv3795	4246586	4249653	8
Yale-TB124	Rv3854c	4326003	4327548	31
Yale-TB125	MTB000019	1473245	1473331	1
Yale-TB125	MTB000020	1473657	1476796	0
Yale-TB125	Rv0005	6571	6762	0
Yale-TB125	Rv0006	7360	7583	4
Yale-TB125	Rv0407	490733	491794	1
Yale-TB125	Rv0667	760307	761286	7
Yale-TB125	Rv0676c	775585	778906	1
Yale-TB125	Rv0678	778906	779488	0
Yale-TB125	Rv0701	800793	801462	0
Yale-TB125	Rv1173	1302805	1305502	3
Yale-TB125	Rv1305	1460997	1461291	0
Yale-TB125	Rv1483	1673409	1675012	1
Yale-TB125	Rv1694	1917939	1918747	7
Yale-TB125	Rv1908c	2153888	2156112	0
Yale-TB125	Rv2043c	2288676	2289272	12
Yale-TB125	Rv2416c	2714123	2715372	8
Yale-TB125	Rv2428	2726093	2726194	2
Yale-TB125	Rv2535c	2859299	2860451	1
Yale-TB125	Rv2983	3339068	3339763	4
Yale-TB125	Rv3261	3640493	3642882	2
Yale-TB125	Rv3547	3986794	3987300	1
Yale-TB125	Rv3795	4246586	4249653	3
Yale-TB125	Rv3854c	4326003	4327548	8
Yale-TB126	MTB000019	1473245	1473331	0
Yale-TB126	MTB000020	1473657	1476796	0
Yale-TB126	Rv0005	6571	6762	0
Yale-TB126	Rv0006	7360	7583	0
Yale-TB126	Rv0407	490733	491794	0
Yale-TB126	Rv0667	760307	761286	0
Yale-TB126	Rv0676c	775585	778906	0
Yale-TB126	Rv0678	778906	779488	0
Yale-TB126	Rv0701	800793	801462	0
Yale-TB126	Rv1173	1302805	1305502	0
Yale-TB126	Rv1305	1460997	1461291	0
Yale-TB126	Rv1483	1673409	1675012	0
Yale-TB126	Rv1694	1917939	1918747	0
Yale-TB126	Rv1908c	2153888	2156112	0
Yale-TB126	Rv2043c	2288676	2289272	0
Yale-TB126	Rv2416c	2714123	2715372	0
Yale-TB126	Rv2428	2726093	2726194	0
Yale-TB126	Rv2535c	2859299	2860451	0
Yale-TB126	Rv2983	3339068	3339763	0
Yale-TB126	Rv3261	3640493	3642882	0
Yale-TB126	Rv3547	3986794	3987300	0
Yale-TB126	Rv3795	4246586	4249653	0
Yale-TB126	Rv3854c	4326003	4327548	0
Yale-TB127	MTB000019	1473245	1473331	13
Yale-TB127	MTB000020	1473657	1476796	7
Yale-TB127	Rv0005	6571	6762	1
Yale-TB127	Rv0006	7360	7583	884
Yale-TB127	Rv0407	490733	491794	11
Yale-TB127	Rv0667	760307	761286	297
Yale-TB127	Rv0676c	775585	778906	64
Yale-TB127	Rv0678	778906	779488	17
Yale-TB127	Rv0701	800793	801462	93
Yale-TB127	Rv1173	1302805	1305502	47
Yale-TB127	Rv1305	1460997	1461291	1
Yale-TB127	Rv1483	1673409	1675012	45
Yale-TB127	Rv1694	1917939	1918747	151
Yale-TB127	Rv1908c	2153888	2156112	10
Yale-TB127	Rv2043c	2288676	2289272	2912
Yale-TB127	Rv2416c	2714123	2715372	104
Yale-TB127	Rv2428	2726093	2726194	48
Yale-TB127	Rv2535c	2859299	2860451	18
Yale-TB127	Rv2983	3339068	3339763	165
Yale-TB127	Rv3261	3640493	3642882	48
Yale-TB127	Rv3547	3986794	3987300	253
Yale-TB127	Rv3795	4246586	4249653	56
Yale-TB127	Rv3854c	4326003	4327548	351
Yale-TB128	MTB000019	1473245	1473331	28
Yale-TB128	MTB000020	1473657	1476796	341
Yale-TB128	Rv0005	6571	6762	1
Yale-TB128	Rv0006	7360	7583	119
Yale-TB128	Rv0407	490733	491794	51
Yale-TB128	Rv0667	760307	761286	116
Yale-TB128	Rv0676c	775585	778906	45
Yale-TB128	Rv0678	778906	779488	8
Yale-TB128	Rv0701	800793	801462	49
Yale-TB128	Rv1173	1302805	1305502	65
Yale-TB128	Rv1305	1460997	1461291	2
Yale-TB128	Rv1483	1673409	1675012	26
Yale-TB128	Rv1694	1917939	1918747	83
Yale-TB128	Rv1908c	2153888	2156112	19
Yale-TB128	Rv2043c	2288676	2289272	351
Yale-TB128	Rv2416c	2714123	2715372	77
Yale-TB128	Rv2428	2726093	2726194	80
Yale-TB128	Rv2535c	2859299	2860451	19
Yale-TB128	Rv2983	3339068	3339763	106
Yale-TB128	Rv3261	3640493	3642882	36
Yale-TB128	Rv3547	3986794	3987300	106
Yale-TB128	Rv3795	4246586	4249653	55
Yale-TB128	Rv3854c	4326003	4327548	77
Yale-TB129	MTB000019	1473245	1473331	17
Yale-TB129	MTB000020	1473657	1476796	94
Yale-TB129	Rv0005	6571	6762	0
Yale-TB129	Rv0006	7360	7583	47
Yale-TB129	Rv0407	490733	491794	7
Yale-TB129	Rv0667	760307	761286	69
Yale-TB129	Rv0676c	775585	778906	12
Yale-TB129	Rv0678	778906	779488	4
Yale-TB129	Rv0701	800793	801462	13
Yale-TB129	Rv1173	1302805	1305502	16
Yale-TB129	Rv1305	1460997	1461291	1
Yale-TB129	Rv1483	1673409	1675012	9
Yale-TB129	Rv1694	1917939	1918747	23
Yale-TB129	Rv1908c	2153888	2156112	9
Yale-TB129	Rv2043c	2288676	2289272	60
Yale-TB129	Rv2416c	2714123	2715372	29
Yale-TB129	Rv2428	2726093	2726194	16
Yale-TB129	Rv2535c	2859299	2860451	4
Yale-TB129	Rv2983	3339068	3339763	34
Yale-TB129	Rv3261	3640493	3642882	10
Yale-TB129	Rv3547	3986794	3987300	25
Yale-TB129	Rv3795	4246586	4249653	18
Yale-TB129	Rv3854c	4326003	4327548	22
Yale-TB130	MTB000019	1473245	1473331	8
Yale-TB130	MTB000020	1473657	1476796	30
Yale-TB130	Rv0005	6571	6762	1
Yale-TB130	Rv0006	7360	7583	454
Yale-TB130	Rv0407	490733	491794	129
Yale-TB130	Rv0667	760307	761286	441
Yale-TB130	Rv0676c	775585	778906	187
Yale-TB130	Rv0678	778906	779488	35
Yale-TB130	Rv0701	800793	801462	160
Yale-TB130	Rv1173	1302805	1305502	204
Yale-TB130	Rv1305	1460997	1461291	7
Yale-TB130	Rv1483	1673409	1675012	101
Yale-TB130	Rv1694	1917939	1918747	292
Yale-TB130	Rv1908c	2153888	2156112	60
Yale-TB130	Rv2043c	2288676	2289272	1234
Yale-TB130	Rv2416c	2714123	2715372	292
Yale-TB130	Rv2428	2726093	2726194	202
Yale-TB130	Rv2535c	2859299	2860451	61
Yale-TB130	Rv2983	3339068	3339763	379
Yale-TB130	Rv3261	3640493	3642882	127
Yale-TB130	Rv3547	3986794	3987300	453
Yale-TB130	Rv3795	4246586	4249653	233
Yale-TB130	Rv3854c	4326003	4327548	329
Yale-TB131	MTB000019	1473245	1473331	4
Yale-TB131	MTB000020	1473657	1476796	18
Yale-TB131	Rv0005	6571	6762	0
Yale-TB131	Rv0006	7360	7583	44
Yale-TB131	Rv0407	490733	491794	6
Yale-TB131	Rv0667	760307	761286	15
Yale-TB131	Rv0676c	775585	778906	8
Yale-TB131	Rv0678	778906	779488	4
Yale-TB131	Rv0701	800793	801462	8
Yale-TB131	Rv1173	1302805	1305502	8
Yale-TB131	Rv1305	1460997	1461291	0
Yale-TB131	Rv1483	1673409	1675012	8
Yale-TB131	Rv1694	1917939	1918747	12
Yale-TB131	Rv1908c	2153888	2156112	4
Yale-TB131	Rv2043c	2288676	2289272	31
Yale-TB131	Rv2416c	2714123	2715372	8
Yale-TB131	Rv2428	2726093	2726194	19
Yale-TB131	Rv2535c	2859299	2860451	5
Yale-TB131	Rv2983	3339068	3339763	28
Yale-TB131	Rv3261	3640493	3642882	8
Yale-TB131	Rv3547	3986794	3987300	16
Yale-TB131	Rv3795	4246586	4249653	9
Yale-TB131	Rv3854c	4326003	4327548	7
Yale-TB132	MTB000019	1473245	1473331	0
Yale-TB132	MTB000020	1473657	1476796	2
Yale-TB132	Rv0005	6571	6762	0
Yale-TB132	Rv0006	7360	7583	372
Yale-TB132	Rv0407	490733	491794	12
Yale-TB132	Rv0667	760307	761286	90
Yale-TB132	Rv0676c	775585	778906	23
Yale-TB132	Rv0678	778906	779488	2
Yale-TB132	Rv0701	800793	801462	22
Yale-TB132	Rv1173	1302805	1305502	17
Yale-TB132	Rv1305	1460997	1461291	0
Yale-TB132	Rv1483	1673409	1675012	8
Yale-TB132	Rv1694	1917939	1918747	44
Yale-TB132	Rv1908c	2153888	2156112	2
Yale-TB132	Rv2043c	2288676	2289272	633
Yale-TB132	Rv2416c	2714123	2715372	26
Yale-TB132	Rv2428	2726093	2726194	22
Yale-TB132	Rv2535c	2859299	2860451	5
Yale-TB132	Rv2983	3339068	3339763	42
Yale-TB132	Rv3261	3640493	3642882	15
Yale-TB132	Rv3547	3986794	3987300	62
Yale-TB132	Rv3795	4246586	4249653	16
Yale-TB132	Rv3854c	4326003	4327548	77
Yale-TB133	MTB000019	1473245	1473331	112
Yale-TB133	MTB000020	1473657	1476796	48
Yale-TB133	Rv0005	6571	6762	4
Yale-TB133	Rv0006	7360	7583	1573
Yale-TB133	Rv0407	490733	491794	158
Yale-TB133	Rv0667	760307	761286	621
Yale-TB133	Rv0676c	775585	778906	253
Yale-TB133	Rv0678	778906	779488	26
Yale-TB133	Rv0701	800793	801462	250
Yale-TB133	Rv1173	1302805	1305502	200
Yale-TB133	Rv1305	1460997	1461291	6
Yale-TB133	Rv1483	1673409	1675012	72
Yale-TB133	Rv1694	1917939	1918747	244
Yale-TB133	Rv1908c	2153888	2156112	60
Yale-TB133	Rv2043c	2288676	2289272	1928
Yale-TB133	Rv2416c	2714123	2715372	233
Yale-TB133	Rv2428	2726093	2726194	276
Yale-TB133	Rv2535c	2859299	2860451	63
Yale-TB133	Rv2983	3339068	3339763	377
Yale-TB133	Rv3261	3640493	3642882	129
Yale-TB133	Rv3547	3986794	3987300	505
Yale-TB133	Rv3795	4246586	4249653	167
Yale-TB133	Rv3854c	4326003	4327548	486
Yale-TB134	MTB000019	1473245	1473331	14
Yale-TB134	MTB000020	1473657	1476796	38
Yale-TB134	Rv0005	6571	6762	4
Yale-TB134	Rv0006	7360	7583	200
Yale-TB134	Rv0407	490733	491794	12
Yale-TB134	Rv0667	760307	761286	53
Yale-TB134	Rv0676c	775585	778906	29
Yale-TB134	Rv0678	778906	779488	5
Yale-TB134	Rv0701	800793	801462	38
Yale-TB134	Rv1173	1302805	1305502	36
Yale-TB134	Rv1305	1460997	1461291	2
Yale-TB134	Rv1483	1673409	1675012	13
Yale-TB134	Rv1694	1917939	1918747	29
Yale-TB134	Rv1908c	2153888	2156112	10
Yale-TB134	Rv2043c	2288676	2289272	152
Yale-TB134	Rv2416c	2714123	2715372	39
Yale-TB134	Rv2428	2726093	2726194	32
Yale-TB134	Rv2535c	2859299	2860451	10
Yale-TB134	Rv2983	3339068	3339763	56
Yale-TB134	Rv3261	3640493	3642882	15
Yale-TB134	Rv3547	3986794	3987300	46
Yale-TB134	Rv3795	4246586	4249653	15
Yale-TB134	Rv3854c	4326003	4327548	36
Yale-TB135	MTB000019	1473245	1473331	22
Yale-TB135	MTB000020	1473657	1476796	22
Yale-TB135	Rv0005	6571	6762	1
Yale-TB135	Rv0006	7360	7583	34
Yale-TB135	Rv0407	490733	491794	2
Yale-TB135	Rv0667	760307	761286	12
Yale-TB135	Rv0676c	775585	778906	6
Yale-TB135	Rv0678	778906	779488	2
Yale-TB135	Rv0701	800793	801462	2
Yale-TB135	Rv1173	1302805	1305502	6
Yale-TB135	Rv1305	1460997	1461291	1
Yale-TB135	Rv1483	1673409	1675012	3
Yale-TB135	Rv1694	1917939	1918747	11
Yale-TB135	Rv1908c	2153888	2156112	5
Yale-TB135	Rv2043c	2288676	2289272	18
Yale-TB135	Rv2416c	2714123	2715372	9
Yale-TB135	Rv2428	2726093	2726194	9
Yale-TB135	Rv2535c	2859299	2860451	6
Yale-TB135	Rv2983	3339068	3339763	8
Yale-TB135	Rv3261	3640493	3642882	4
Yale-TB135	Rv3547	3986794	3987300	1
Yale-TB135	Rv3795	4246586	4249653	6
Yale-TB135	Rv3854c	4326003	4327548	5
Yale-TB136	MTB000019	1473245	1473331	14
Yale-TB136	MTB000020	1473657	1476796	21
Yale-TB136	Rv0005	6571	6762	3
Yale-TB136	Rv0006	7360	7583	52
Yale-TB136	Rv0407	490733	491794	3
Yale-TB136	Rv0667	760307	761286	20
Yale-TB136	Rv0676c	775585	778906	9
Yale-TB136	Rv0678	778906	779488	4
Yale-TB136	Rv0701	800793	801462	3
Yale-TB136	Rv1173	1302805	1305502	9
Yale-TB136	Rv1305	1460997	1461291	4
Yale-TB136	Rv1483	1673409	1675012	5
Yale-TB136	Rv1694	1917939	1918747	14
Yale-TB136	Rv1908c	2153888	2156112	5
Yale-TB136	Rv2043c	2288676	2289272	22
Yale-TB136	Rv2416c	2714123	2715372	17
Yale-TB136	Rv2428	2726093	2726194	12
Yale-TB136	Rv2535c	2859299	2860451	12
Yale-TB136	Rv2983	3339068	3339763	17
Yale-TB136	Rv3261	3640493	3642882	6
Yale-TB136	Rv3547	3986794	3987300	6
Yale-TB136	Rv3795	4246586	4249653	9
